Date,Name,Tags,Project,Description
2024/11/24 19:00 (JST) → 19:30,transfer / 量子力学,"Review, Tranfer","量子力学／Quantum mechanics (https://www.notion.so/Quantum-mechanics-1127ef7cacf18040bfc9d423061ad899?pvs=21) ",
2024/11/24 17:15 (JST) → 19:00,数理演習3A / 復習 > 変分法（発展）,"Input, Output, Productive, Review","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ","変分法 (https://www.notion.so/1467ef7cacf180568ff8d83b11991005?pvs=21) "
2024/11/24 13:00 (JST) → 17:15,Heat Transfer / 復習,"Input, Output, Productive, Review","伝熱・熱力学(Heat Transfer)／Heat Transfer and Thermodynamics (https://www.notion.so/Heat-Transfer-Heat-Transfer-and-Thermodynamics-1127ef7cacf180cb9745eadfc44c0e81?pvs=21) ",
2024/11/24 10:45 (JST) → 13:00,環境・エネルギー流体力学1 / 復習 > 地球の時点の効果、地球流体の運動（エクマン流・地衡流）,"Input, Output, Productive, Review","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/24 9:15 (JST) → 10:45,transfer,"English, Tranfer",,
2024/11/24 8:30 (JST) → 9:00,morning,Life,,
2024/11/22 18:30 (JST) → 21:00,数理演習 / 変分法の復習,"Output, Productive, Review","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ","変分法 (https://www.notion.so/1467ef7cacf180568ff8d83b11991005?pvs=21) "
2024/11/22 15:30 (JST) → 17:00,Heat Transfer / 復習,"Input, Output, Productive, Review","伝熱・熱力学(Heat Transfer)／Heat Transfer and Thermodynamics (https://www.notion.so/Heat-Transfer-Heat-Transfer-and-Thermodynamics-1127ef7cacf180cb9745eadfc44c0e81?pvs=21) ",
2024/11/22 13:00 (JST) → 15:30,環境・エネルギー流体力学1 / 復習 > 潮位変動と潮汐による流れ,"Input, Output, Productive, Review","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/22 11:30 (JST) → 12:30,transfer,"English, Tranfer",,
2024/11/21 23:15 (JST) → 2024/11/22 0:00 (JST),dinner and shower,Life,,
2024/11/21 22:00 (JST) → 23:15,transfer / 変分法,"English, Review, Tranfer","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ",
2024/11/21 20:15 (JST) → 22:00,数理演習3A / 変分法の復習,"Output, Productive, Review","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ","変分法 (https://www.notion.so/1467ef7cacf180568ff8d83b11991005?pvs=21) "
2024/11/21 17:45 (JST) → 20:15,HeatTransfer / 復習 > 熱伝導係数k、熱伝達係数h、エンタルピー収支、熱抵抗R_th、R値、総括熱伝達係数U,"Output, Productive, Review","伝熱・熱力学(Heat Transfer)／Heat Transfer and Thermodynamics (https://www.notion.so/Heat-Transfer-Heat-Transfer-and-Thermodynamics-1127ef7cacf180cb9745eadfc44c0e81?pvs=21) ",
2024/11/21 14:30 (JST) → 17:45,環境・エネルギー流体力学1 / 復習 > Airy波の深水波・浅水波近似、潮汐,"Input, Output, Productive, Review","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/21 14:00 (JST) → 14:30,数理計画と最適化2 / summarize,"Productive, Review","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/21 13:00 (JST) → 14:00,transfer,"English, Tranfer",,
2024/11/21 12:30 (JST) → 13:00,lunch,Life,,
2024/11/21 9:30 (JST) → 12:00,数理計画と最適化2 / レポート課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/21 9:00 (JST) → 9:30,morning,Life,,
2024/11/20 23:15 (JST) → 2024/11/21 0:00 (JST),dinner and shower / 25:00就寝,Life,,
2024/11/20 22:00 (JST) → 23:15,transfer / ベイジアンネットワーク,"Input, Review, Tranfer","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/20 17:15 (JST) → 22:00,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/20 17:00 (JST) → 17:15,電磁エネルギー基礎復習,"Output, Productive, Review","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
2024/11/20 14:55 (JST) → 16:40,電磁エネルギー基礎 / グラフと回路網方程式,"Input, Lecture, Productive","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
2024/11/20 13:00 (JST) → 14:45,電磁エネルギー基礎 / グラフと回路網方程式,"Input, Lecture, Productive","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
2024/11/20 12:15 (JST) → 13:00,[対面] 南出先生 / 学会発表振り返り,"MTG, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/11/20 10:45 (JST) → 12:15,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/20 10:30 (JST) → 10:45,プラズマ理工学 / 復習,"Productive, Review","プラズマ理工学／Plasma Science and Technology (https://www.notion.so/Plasma-Science-and-Technology-1127ef7cacf1809c9860c771f83792c6?pvs=21) ",
2024/11/20 8:30 (JST) → 10:15,プラズマ理工学 / プラズマ中の輸送現象,"Input, Lecture, Productive","プラズマ理工学／Plasma Science and Technology (https://www.notion.so/Plasma-Science-and-Technology-1127ef7cacf1809c9860c771f83792c6?pvs=21) ",
2024/11/20 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/11/20 7:00 (JST) → 7:15,morning,Life,,
2024/11/20 5:15 (JST) → 7:00,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/20 5:00 (JST) → 5:15,morning,Life,,
2024/11/19 23:00 (JST) → 23:30,dinner and shower / 24:00就寝,Life,,
2024/11/19 22:00 (JST) → 23:00,transfer / 数理計画と最適化2,"Review, Tranfer","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/19 20:30 (JST) → 22:00,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/19 20:15 (JST) → 20:30,weekly recap,"Output, Productive, Today's Recap",,
2024/11/19 14:30 (JST) → 20:15,環境・エネルギー流体力学１ / 復習 Lec.2のまとめ,"Input, Output, Productive, Review","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/19 13:00 (JST) → 14:30,先端コンピューティング / 提出課題の確認,"Lecture, Non-Productive","先端コンピューティング／High-End Computing (https://www.notion.so/High-End-Computing-1137ef7cacf18010b5d5e81fa02fad43?pvs=21) ",
2024/11/19 12:00 (JST) → 13:00,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/19 11:30 (JST) → 12:00,lunch,Life,,
2024/11/19 10:30 (JST) → 11:30,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/19 8:30 (JST) → 10:15,情報理論,"Input, Lecture, Productive","情報理論／Information Theory (https://www.notion.so/Information-Theory-1157ef7cacf1809fb1b5c7063a25609f?pvs=21) ",
2024/11/19 7:15 (JST) → 8:15,transfer,"English, Tranfer",,
2024/11/19 7:00 (JST) → 7:15,morning,Life,,
2024/11/18 23:00 (JST) → 23:45,dinner and shower / 24:00就寝,Life,,
2024/11/18 22:00 (JST) → 23:00,transfer / 線形計画法の復習,"Input, Review, Tranfer","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ",
2024/11/18 21:00 (JST) → 22:00,数理計画と最適化2 / 課題,"Output, Productive","数理計画と最適化２／Mathematical Programming and Optimization 2 (https://www.notion.so/Mathematical-Programming-and-Optimization-2-1137ef7cacf180509189cc5588a3762a?pvs=21) ",
2024/11/18 17:30 (JST) → 21:00,プラズマ理工学 / 復習・課題,"Output, Productive, Review","プラズマ理工学／Plasma Science and Technology (https://www.notion.so/Plasma-Science-and-Technology-1127ef7cacf1809c9860c771f83792c6?pvs=21) ",
2024/11/18 14:55 (JST) → 16:40,流体力学演習Ａ１/ 角柱周りの流れ,"Lecture, Output, Productive, coding","流体力学演習Ａ１／Exercise in Hydrodynamics 1 (https://www.notion.so/Exercise-in-Hydrodynamics-1-1137ef7cacf18092ae9bd4343f0bf077?pvs=21) ",
2024/11/18 13:00 (JST) → 14:45,環境・エネルギー流体力学１/ 回転座標系の振り子運動,"Input, Lecture, Productive","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/18 12:15 (JST) → 13:00,lunch with 小宮 / 石垣まぜそば,"Life, With friends",,
2024/11/18 10:25 (JST) → 12:10,エネルギー変換工学 / 太陽光発電、小野靖,"Input, Lecture, Productive","エネルギー変換工学／Energy Conversion (https://www.notion.so/Energy-Conversion-1187ef7cacf180fc845cc8c793d886f2?pvs=21) ",
2024/11/18 8:30 (JST) → 10:15,制御工学第二,"Input, Lecture, Non-Productive","制御工学第二／Control Engineering 2 (https://www.notion.so/Control-Engineering-2-1137ef7cacf1807abbb6e4897f596f32?pvs=21) ",
2024/11/18 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/11/18 7:00 (JST) → 7:15,morning,Life,,
2024/11/17 21:00 (JST) → 2024/11/18 1:30 (JST),先端コンピューティング / 課題,"Output, Productive","先端コンピューティング／High-End Computing (https://www.notion.so/High-End-Computing-1137ef7cacf18010b5d5e81fa02fad43?pvs=21) ",
2024/11/17 15:00 (JST) → 19:00,量子力学 / 課題 > ベルの不等式の破れ,"Output, Productive, Review","量子力学／Quantum mechanics (https://www.notion.so/Quantum-mechanics-1127ef7cacf18040bfc9d423061ad899?pvs=21) ","現代の量子力学(上)第3版 (物理学叢書112) (https://www.notion.so/3-112-1157ef7cacf180c79d17f3161fcc5254?pvs=21) "
2024/11/16 21:00 (JST) → 22:30,応用プロジェクト / 文献読む,"Input, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/16 17:00 (JST) → 19:00,電磁気学とベクトル解析,"Input, Productive","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ","電磁気学とベクトル解析 (数学と物理の交差点 2) (https://www.notion.so/2-d8597d1b7dd348188c6f0448cb6ebcc4?pvs=21) "
2024/11/16 15:00 (JST) → 17:00,量子力学 / JJ櫻井,"Input, Output, Productive","量子力学／Quantum mechanics (https://www.notion.so/Quantum-mechanics-1127ef7cacf18040bfc9d423061ad899?pvs=21) ","現代の量子力学(上)第3版 (物理学叢書112) (https://www.notion.so/3-112-1157ef7cacf180c79d17f3161fcc5254?pvs=21) "
2024/11/15 23:00 (JST) → 2024/11/16 0:00 (JST),shower and dinner,Life,,
2024/11/15 22:00 (JST) → 23:00,transfer,Tranfer,,
2024/11/15 19:30 (JST) → 22:00,応用プロジェクト / 考察,"Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/15 18:45 (JST) → 19:30,数理演習 / 課題,"Output, Productive","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ",
2024/11/15 16:50 (JST) → 18:35,伝熱・熱力学(Heat Transfer),"English, Input, Lecture, Productive","伝熱・熱力学(Heat Transfer)／Heat Transfer and Thermodynamics (https://www.notion.so/Heat-Transfer-Heat-Transfer-and-Thermodynamics-1127ef7cacf180cb9745eadfc44c0e81?pvs=21) ",
2024/11/15 14:45 (JST) → 16:45,応用プロジェクト / 考察,"Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/15 13:00 (JST) → 14:45,数理演習３Ａ,"Input, Lecture, Output, Productive","数理演習３Ａ／Exercises for Mathematics 3A (https://www.notion.so/Exercises-for-Mathematics-3A-1127ef7cacf1806c8b1de052df485d6d?pvs=21) ",
2024/11/15 12:30 (JST) → 13:00,lunch,"Life, With friends",,
2024/11/15 10:25 (JST) → 12:30,量子力学 / ベルの不等式の破れ,"Input, Lecture, Productive","量子力学／Quantum mechanics (https://www.notion.so/Quantum-mechanics-1127ef7cacf18040bfc9d423061ad899?pvs=21) ",
2024/11/15 9:30 (JST) → 10:15,情報理論 / 板書,"Input, Productive","情報理論／Information Theory (https://www.notion.so/Information-Theory-1157ef7cacf1809fb1b5c7063a25609f?pvs=21) ",
2024/11/15 8:30 (JST) → 9:30,量子力学 / 板書,"Input, Productive","量子力学／Quantum mechanics (https://www.notion.so/Quantum-mechanics-1127ef7cacf18040bfc9d423061ad899?pvs=21) ",
2024/11/15 7:15 (JST) → 8:15,transfer,"English, Tranfer",,
2024/11/15 7:00 (JST) → 7:15,moning,Life,,
2024/11/14 23:30 (JST) → 2024/11/15 0:00 (JST),応用プロジェクト / モデリング,"Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 23:00 (JST) → 23:30,dinner and shower,Life,,
2024/11/14 22:00 (JST) → 23:00,transfer / 応用プロジェクトモデリング,"Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 20:00 (JST) → 22:00,応用プロジェクト / モデリング,"Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 19:15 (JST) → 20:00,森重と中村とローソン,"Life, With friends",,
2024/11/14 16:50 (JST) → 19:15,応用プロジェクトＡ / コンペ,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 14:55 (JST) → 16:40,応用プロジェクトＡ,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 13:00 (JST) → 14:45,応用プロジェクトＡ / 発表,"Lecture, Output, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 8:15 (JST) → 13:00,応用プロtジェクト / モデリング,"Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/14 7:15 (JST) → 8:15,transfer,"English, Tranfer",,
2024/11/14 7:00 (JST) → 7:15,morning,Life,,
2024/11/14 5:00 (JST) → 7:00,応用プロジェクト / モデリング,"Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/13 23:00 (JST) → 23:45,dinner and shower,Life,,
2024/11/13 22:00 (JST) → 23:00,tranfser,Tranfer,"応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/13 18:30 (JST) → 22:00,応用プロジェクト / モデリング,"Output, Productive, coding","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/13 16:45 (JST) → 18:30,流体力学演習 / 課題,"Output, Productive, coding","流体力学演習Ａ１／Exercise in Hydrodynamics 1 (https://www.notion.so/Exercise-in-Hydrodynamics-1-1137ef7cacf18092ae9bd4343f0bf077?pvs=21) ",
2024/11/13 14:55 (JST) → 16:40,流体力学演習Ａ１,"Input, Lecture, Output, Productive, coding","流体力学演習Ａ１／Exercise in Hydrodynamics 1 (https://www.notion.so/Exercise-in-Hydrodynamics-1-1137ef7cacf18092ae9bd4343f0bf077?pvs=21) ",
2024/11/13 13:00 (JST) → 14:45,環境・エネルギー流体力学１,"Input, Lecture, Productive","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/13 12:15 (JST) → 13:00,lunch with 小宮,"Life, With friends",,
2024/11/13 10:25 (JST) → 12:10,エネルギー変換工学 / 火力発電,"Input, Lecture, Productive","エネルギー変換工学／Energy Conversion (https://www.notion.so/Energy-Conversion-1187ef7cacf180fc845cc8c793d886f2?pvs=21) ",
2024/11/13 8:30 (JST) → 10:15,制御工学第二,"Input, Lecture, Non-Productive","制御工学第二／Control Engineering 2 (https://www.notion.so/Control-Engineering-2-1137ef7cacf1807abbb6e4897f596f32?pvs=21) ",
2024/11/13 7:15 (JST) → 8:30,transfer,"English, Tranfer",,
2024/11/13 7:00 (JST) → 7:15,morning,Life,,
2024/11/12 23:00 (JST) → 23:45,dinner and shower,Life,,
2024/11/12 22:00 (JST) → 23:00,transfer,Tranfer,"応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/12 21:00 (JST) → 22:00,応用プロジェクト / リサーチ,"Input, Productive","応用プロジェクトＡ／Advanced Project (https://www.notion.so/Advanced-Project-1127ef7cacf180dda1ccc7146a4320da?pvs=21) ",
2024/11/12 20:00 (JST) → 21:00,環境・エネルギー流体力学 / 復習,"Productive, Review","環境・エネルギー流体力学１／Fluid Mechanics in Environment and Energy Systems 1 (https://www.notion.so/Fluid-Mechanics-in-Environment-and-Energy-Systems-1-1137ef7cacf180e79688f70ee61331c6?pvs=21) ",
2024/11/12 19:00 (JST) → 20:00,電磁エネルギー基礎 / 復習,"Productive, Review","電磁エネルギー基礎／Electromagnetic Energy Fundamentals (https://www.notion.so/Electromagnetic-Energy-Fundamentals-1127ef7cacf180bc9e15ff445a446800?pvs=21) ",
2024/11/12 18:45 (JST) → 19:00,雑務,"Non-Productive, Task",,
2024/11/12 16:50 (JST) → 18:35,伝熱・熱力学(Heat Transfer),"English, Input, Lecture, Productive","伝熱・熱力学(Heat Transfer)／Heat Transfer and Thermodynamics (https://www.notion.so/Heat-Transfer-Heat-Transfer-and-Thermodynamics-1127ef7cacf180cb9745eadfc44c0e81?pvs=21) ",
